exp_a,exp_b,expertise_a,expertise_b,render_a,render_b,code_a,code_b,score
16,24,Beginner,Beginner,r1,r1,c1,c1,40.37085402298838
16,27,Beginner,Beginner,r1,r1,c1,c1,35.574108889085416
16,33,Beginner,Beginner,r1,r1,c1,c1,37.307809981002315
16,36,Beginner,Beginner,r1,r1,c1,c1,23.987082962456302
16,40,Beginner,Beginner,r1,r1,c1,c1,36.21465405458005
24,27,Beginner,Beginner,r1,r1,c1,c1,43.95720878772006
24,33,Beginner,Beginner,r1,r1,c1,c1,45.92620628142194
24,36,Beginner,Beginner,r1,r1,c1,c1,30.155639764202476
24,40,Beginner,Beginner,r1,r1,c1,c1,42.386846435506875
25,28,Beginner,Beginner,r1,r1,c2,c2,36.36811644545887
25,37,Beginner,Beginner,r1,r1,c2,c2,39.612062228540765
25,38,Beginner,Beginner,r1,r1,c2,c2,30.233141535523934
25,41,Beginner,Beginner,r1,r1,c2,c2,46.61048127829589
25,43,Beginner,Beginner,r1,r1,c2,c2,43.29055983495892
25,47,Beginner,Beginner,r1,r1,c2,c2,39.35123060457882
25,48,Beginner,Beginner,r1,r1,c2,c2,45.85900507129868
25,50,Beginner,Beginner,r1,r1,c2,c2,35.46485116263988
25,52,Beginner,Beginner,r1,r1,c2,c2,40.10640129461185
26,29,Beginner,Beginner,r1,r1,c3,c3,39.87134783368649
26,30,Beginner,Beginner,r1,r1,c3,c3,30.678230792941694
26,39,Beginner,Beginner,r1,r1,c3,c3,44.44941099049513
26,46,Beginner,Beginner,r1,r1,c3,c3,45.49931937378435
26,9,Beginner,Beginner,r1,r1,c3,c3,45.40891481742316
27,33,Beginner,Beginner,r1,r1,c1,c1,39.38540264158863
27,36,Beginner,Beginner,r1,r1,c1,c1,25.714825150691475
27,40,Beginner,Beginner,r1,r1,c1,c1,37.51187454793481
28,37,Beginner,Beginner,r1,r1,c2,c2,33.291687624560524
28,38,Beginner,Beginner,r1,r1,c2,c2,21.939768430028877
28,41,Beginner,Beginner,r1,r1,c2,c2,40.90212737737509
28,43,Beginner,Beginner,r1,r1,c2,c2,37.97682582135441
28,47,Beginner,Beginner,r1,r1,c2,c2,35.37728241484196
28,48,Beginner,Beginner,r1,r1,c2,c2,39.96816359738267
28,50,Beginner,Beginner,r1,r1,c2,c2,27.955150988525173
28,52,Beginner,Beginner,r1,r1,c2,c2,31.143163143886966
29,30,Beginner,Beginner,r1,r1,c3,c3,24.2957565833242
29,39,Beginner,Beginner,r1,r1,c3,c3,39.84546560296531
29,46,Beginner,Beginner,r1,r1,c3,c3,37.51786755718278
29,9,Beginner,Beginner,r1,r1,c3,c3,39.4662917807427
30,39,Beginner,Beginner,r1,r1,c3,c3,30.96931205667489
30,46,Beginner,Beginner,r1,r1,c3,c3,28.562409873779778
30,9,Beginner,Beginner,r1,r1,c3,c3,31.77915520429843
33,36,Beginner,Beginner,r1,r1,c1,c1,28.02242486452501
33,40,Beginner,Beginner,r1,r1,c1,c1,36.72359951179264
36,40,Beginner,Beginner,r1,r1,c1,c1,25.969854184846252
37,38,Beginner,Beginner,r1,r1,c2,c2,24.96914776229283
37,41,Beginner,Beginner,r1,r1,c2,c2,42.50443463929304
37,43,Beginner,Beginner,r1,r1,c2,c2,41.440825091584124
37,47,Beginner,Beginner,r1,r1,c2,c2,38.00252387643365
37,48,Beginner,Beginner,r1,r1,c2,c2,41.76645548345131
37,50,Beginner,Beginner,r1,r1,c2,c2,32.808282828065686
37,52,Beginner,Beginner,r1,r1,c2,c2,34.839409273198264
38,41,Beginner,Beginner,r1,r1,c2,c2,30.899469382846732
38,43,Beginner,Beginner,r1,r1,c2,c2,30.031629549197994
38,47,Beginner,Beginner,r1,r1,c2,c2,29.24425805904868
38,48,Beginner,Beginner,r1,r1,c2,c2,32.357500427131036
38,50,Beginner,Beginner,r1,r1,c2,c2,22.102633014404113
38,52,Beginner,Beginner,r1,r1,c2,c2,22.282637313114225
39,46,Beginner,Beginner,r1,r1,c3,c3,42.436944211171785
39,9,Beginner,Beginner,r1,r1,c3,c3,45.46867198083936
41,43,Beginner,Beginner,r1,r1,c2,c2,44.4883110511127
41,47,Beginner,Beginner,r1,r1,c2,c2,46.923498899798325
41,48,Beginner,Beginner,r1,r1,c2,c2,47.291537226577894
41,50,Beginner,Beginner,r1,r1,c2,c2,39.93234039495649
41,52,Beginner,Beginner,r1,r1,c2,c2,40.42059309486777
43,47,Beginner,Beginner,r1,r1,c2,c2,42.5998418787258
43,48,Beginner,Beginner,r1,r1,c2,c2,46.33282693392272
43,50,Beginner,Beginner,r1,r1,c2,c2,37.84894243470495
43,52,Beginner,Beginner,r1,r1,c2,c2,37.64498910107546
46,9,Beginner,Beginner,r1,r1,c3,c3,43.897442644029404
47,48,Beginner,Beginner,r1,r1,c2,c2,43.39116000883579
47,50,Beginner,Beginner,r1,r1,c2,c2,33.57836760173488
47,52,Beginner,Beginner,r1,r1,c2,c2,39.21178353414758
48,50,Beginner,Beginner,r1,r1,c2,c2,39.569187501680716
48,52,Beginner,Beginner,r1,r1,c2,c2,40.98275978336413
50,52,Beginner,Beginner,r1,r1,c2,c2,32.72898706546637
