exp_a,exp_b,trial_id,expertise_a,expertise_b,Shape,Direction,Length,Position,Duration,baseline_Shape,baseline_Direction,baseline_Length,baseline_Position,baseline_Duration,source_file
1,13,2,high,low,0.1153786451876632,-0.0419879520741082,0.1164931268690194,0.1520539589905228,-0.1998843963672526,0.8762542890523481,0.7541014895916942,0.8728589899134767,0.764864030667596,0.8277913731114387,Java_high_Java_low_results.csv
1,21,2,high,low,0.1175966813376848,-0.1037253875955489,0.1180868678675023,0.1306522122944003,-0.1279565319285546,0.8751699562849649,0.7603032622245683,0.8740965126641325,0.7647011295577101,0.8249262288982515,Java_high_Java_low_results.csv
1,27,2,high,low,0.1089018047816452,-0.0771141240589532,0.0955362633907436,0.2179210521759341,-0.1573019279143257,0.8803963370018103,0.7701615846697631,0.8861251922934875,0.7137799829191314,0.8167222177693982,Java_high_Java_low_results.csv
1,29,2,high,low,0.1212973788229586,-0.131179308995827,0.1232884189341573,0.1112178911922713,-0.1555803893022626,0.8682738120745116,0.8105061240311142,0.8623799919922714,0.7685973796654603,0.8555803893022627,Java_high_Java_low_results.csv
1,31,2,high,low,0.1084827594821262,-0.0399718984246327,0.1072896172156259,0.1493264788795633,-0.1522512896086894,0.8832870857314791,0.7542911750705962,0.8794531526206371,0.7523065223668435,0.8479034635217328,Java_high_Java_low_results.csv
1,34,2,high,low,0.10632727883547,-0.0934776268852541,0.1192661034151481,0.15366409012068,-0.206261172690501,0.8839137003590706,0.7979516536926876,0.8681726571978161,0.7681417047187514,0.8479724026370251,Java_high_Java_low_results.csv
1,35,2,high,low,0.1019642201215957,-0.0222208340180606,0.093978331890973,0.1529941274993846,-0.2660865918557308,0.8871468630628648,0.7935941965532709,0.8918727892648105,0.7715647751735348,0.852293488407455,Java_high_Java_low_results.csv
1,37,2,high,low,0.1077626745564568,-0.0990739528849387,0.0944297505046984,0.1212099141615722,-0.1287001866001176,0.8838869458704203,0.7760443573000069,0.8951209664157735,0.7926109021361096,0.8287001866001176,Java_high_Java_low_results.csv
1,41,2,high,low,0.1128501081680957,-0.1083606430538666,0.1369562266404761,0.1747977179645892,-0.1104240927867128,0.8806772262628295,0.7210197038903607,0.8548236077489317,0.7409115593451789,0.8376968200594401,Java_high_Java_low_results.csv
1,43,2,high,low,0.1107894241958232,-0.0708902377579978,0.1395081203025905,0.1785257276641494,-0.1360222627071448,0.8816461456589948,0.7475377767669475,0.8504611987365185,0.7501591001410935,0.8531651198500019,Java_high_Java_low_results.csv
1,44,2,high,low,0.1267424027257884,-0.0931723003612829,0.1200700951597774,0.1385687665112996,-0.093575872002807,0.8651238964817611,0.7443443925724155,0.8694192612574553,0.7508507460926699,0.8327063067854158,Java_high_Java_low_results.csv
1,56,2,high,low,0.1130687216309258,-0.1153454940590608,0.1112245829999323,0.1603243732080664,-0.2063650555560222,0.877022979879774,0.8110025078029559,0.876480609258528,0.7718643965648735,0.82752069395304,Java_high_Java_low_results.csv
1,60,2,high,low,0.1236458633421723,-0.1026580720293535,0.1382473924140189,0.1986540865383311,-0.1762671534265002,0.8679589057764688,0.7338669887829168,0.850663489571635,0.7078288010778184,0.819124296283643,Java_high_Java_low_results.csv
1,63,2,high,low,0.1135900156102511,0.0419204887576732,0.1108762210654624,0.1886693631674206,-0.1701892956500416,0.8774776597560319,0.7207626102843125,0.878208160294862,0.7594872919685649,0.8368559623167081,Java_high_Java_low_results.csv
1,64,2,high,low,0.1269209954245328,-0.0355925077484675,0.1644438117040044,0.1295655070116363,-0.1655703558255917,0.8623028485968609,0.6596116307188913,0.8174921247980881,0.7570430566655447,0.8322370224922584,Java_high_Java_low_results.csv
1,65,2,high,low,0.1119524366454741,-0.0513164546792879,0.1079047721838746,0.121085315361499,-0.1042076825780218,0.8742890509913681,0.7385536171558973,0.8738061968620724,0.7344449549177843,0.8359149996511925,Java_high_Java_low_results.csv
1,67,2,high,low,0.1121766166786719,-0.0677674819847734,0.1134099835699788,0.1251928323792387,-0.144678814205825,0.8775720242341001,0.7967173008557211,0.8733606040008672,0.768581921192954,0.8488454808724918,Java_high_Java_low_results.csv
1,71,2,high,low,0.1170363072467476,-0.044917101436815,0.1005838070538334,0.1570158154941524,-0.0981497948662073,0.870328687142103,0.7775498797361752,0.8807931802275915,0.7472563828702661,0.8314831281995407,Java_high_Java_low_results.csv
1,74,2,high,low,0.113874073967597,-0.0498313683372197,0.0883835826185837,0.1242824538770204,-0.1881813097140697,0.8751128274403308,0.7732973604703532,0.8958831297513237,0.7724142301310939,0.8245449460777061,Java_high_Java_low_results.csv
